,compound_id,base_rdkit_smiles,ROS_active,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
139,CID131204,CC(C)(CO)C(O)C(=O)NCCCO,,12.912905328798182,-4.658962230725625,12.912905328798182,1.280113378684808,0.412780402657381,205.25400000000013,186.10199999999995,205.131408088,84,0,0.2489950646560706,-0.3963066904603379,0.3963066904603379,0.2489950646560706,1.8571428571428572,2.7142857142857144,3.2857142857142856,7.350827531376042,703.0323796347884,27.276020881938894,25.580206757355413,6.580206757355411,14.247364656241675,12.185668643319232,3.013710176427685,1.9370076526223257,1.9370076526223257,0.9523088477980368,0.9523088477980368,0.3590658239499292,0.3590658239499292,-0.6500000000000001,1556553.1814649417,2.0717630853994486,5.951455171188357,4.039034872808511,110.76538039305072,20.63623792661001,6.080018026949988,1.4118420783282006,10.200778701049408,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.70378423459136,6.372924901329379,32.17842095833121,13.412778023767387,42.09418217827498,5.907179729351506,4.293598971697903,5.309813353288375,5.414990469396779,26.156727162870727,19.61483017014852,0.0,0.0,0.0,5.309813353288375,0.0,0.0,0.0,51.22205147146955,4.794537184071822,5.414990469396779,40.638087478474056,0.0,1.4118420783282006,0.0,0.0,89.79,62.4035408850559,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326424573321638,26.2668193925794,141.41020828355448,0.0,12.912905328798182,9.357360806581584,-4.6313309004157235,-2.8052494331065754,0.0,-8.802153722600153,-21.27507369614513,0.0,0.8888888888888888,14,4,5,0,0,0,0,0,0,4,4,5,11,0,0,0,0,-1.1355999999999995,51.58610000000003,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,CID5284543,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,,9.681585057634166,-4.458515565948604,9.681585057634166,0.7967098922902496,0.857564110359614,301.38599999999957,278.202,301.16779359600065,118,0,0.2106392226801038,-0.4928574854166851,0.4928574854166851,0.2106392226801038,1.6363636363636365,2.636363636363636,3.5,2.255779074031891,1521.8421818841418,35.162772227887025,33.671958466891546,10.671958466891548,19.68233974524741,17.59968940987346,6.191441119409595,4.941441119409593,4.941441119409593,3.947377944943988,3.947377944943988,3.066312725583926,3.066312725583926,-1.2600000000000002,981351464.102946,3.545995820469379,4.176805692624588,1.324050083116543,162.96953352153932,19.482443829557788,6.080018026949988,11.49902366656781,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,6.042418707663295,56.46421407463907,37.557712771996734,22.713280379024113,44.73922233445217,0.0,1.4311996572326342,4.899909730850477,5.893957685363079,49.084618596963914,20.51063904348078,23.21174039872058,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,50.12848514492072,11.787915370726155,5.893957685363079,60.40236592312704,12.08483741532659,0.0,0.0,0.0,41.93,115.09988912194666,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,36.94933813206692,208.35444003592409,0.0,-0.7967098922902496,4.25432705026455,-7.051674697656839,-7.281011353615522,-7.261528250188967,-25.734427437641735,-8.435107552605524,-3.548307902189806,0.6666666666666666,22,1,4,2,2,4,1,0,1,4,1,4,4,1,1,2,5,1.7251,82.55780000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,CID637563,C/C=C/c1ccc(OC)cc1,,7.734074074074075,-3.009024234693878,7.734074074074075,0.7092436696900981,0.6262155548658499,148.2050000000001,136.10899999999998,148.088815004,58,0,0.1184005895910664,-0.4967678242170749,0.4967678242170749,0.1184005895910664,1.5454545454545454,2.363636363636364,3.0,3.6890684137728753,624.27108014761,18.325908934703556,17.408248290463863,5.408248290463863,10.181245097456374,8.658248290463863,2.658248290463863,1.5561862178478971,1.5561862178478971,0.8916241452319316,0.8916241452319316,0.4770620726159658,0.4770620726159658,-1.2399999999999998,38662.50721006598,1.5817587586505184,3.814282937664862,2.114270889670092,84.17475977641972,4.736862953800049,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.18898090739772,24.500181024319264,4.1122756685106605,19.37477946441457,21.185965627842688,6.052071746035566,0.0,0.0,0.0,6.851892117295679,7.037952458882589,35.78519806838574,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,7.037952458882589,0.0,0.0,28.86444628303531,30.221746576688744,0.0,6.052071746035566,0.0,9.23,61.47662622388347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,16.44910267404264,92.46371897833208,0.0,0.0,0.0,-0.7092436696900981,-0.8361441798941798,-5.611891573759132,0.0,-2.9640819869614514,-3.009024234693878,0.2,11,0,1,0,0,0,1,0,1,1,0,1,4,0,0,0,1,2.728300000000001,47.70200000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,CID4062,Cc1cccc(C)c1NC(=O)C1CCCCN1C,,13.772261432350714,-4.471587419690098,13.772261432350714,0.8516387944066524,0.8699043213708457,246.35400000000016,224.17799999999997,246.173213324,98,0,0.241234393031366,-0.3242350973515855,0.3242350973515855,0.241234393031366,1.6111111111111112,2.388888888888889,3.0555555555555554,3.164734972094698,1169.512488338649,32.19615242270663,30.80267548146378,8.80267548146378,17.285468820183674,15.519371729481785,4.5721581339818265,3.06138315428339,3.06138315428339,1.8992453202254271,1.8992453202254271,1.101167906008972,1.101167906008972,-1.35,43848373.21645069,2.593919764522166,5.527843562409225,2.7249309314705417,140.14867658532253,5.309813353288375,0.0,1.4118420783282006,5.907179729351506,0.0,0.0,9.6944469149223,0.0,0.0,0.0,24.500181024319264,51.0492236052423,28.990281729577298,11.500926693030523,34.99230894197464,11.594566004035068,0.0,4.899909730850477,0.0,38.84045140692914,18.782499937886566,29.254159106383874,0.0,0.0,5.309813353288375,5.687386274683562,0.0,0.0,30.297668513149823,4.794537184071822,13.70378423459136,59.03160736695681,18.127256122989884,1.4118420783282006,0.0,0.0,32.34,103.37158618608515,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.197771757902817,174.60597594349056,0.0,12.832080971277396,-0.8516387944066524,-4.673072063702025,-2.5931429516250946,-8.488047020269693,-12.641472610757653,-15.524016807340224,0.0,0.5333333333333333,18,1,3,0,1,1,1,0,1,2,1,3,5,0,1,1,2,2.7262400000000007,74.81470000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,CID3518,NC(N)=NCCN1CCCCCCC1,,8.166113945578232,-4.506977985638702,8.166113945578232,0.6577361060356197,0.5131425590842082,198.3140000000002,176.13799999999998,198.184446704,82,0,0.1854507239182556,-0.3701524784465053,0.3701524784465053,0.1854507239182556,1.2857142857142858,1.9285714285714288,2.5714285714285716,4.2684490364642595,822.0546144626941,29.51650785794505,28.788854381999833,6.7888543819998315,15.353894828266746,14.104101966249686,3.3152475842498528,1.819427190999916,1.819427190999916,0.9031152949374528,0.9031152949374528,0.4703076474687264,0.4703076474687264,-0.77,5613395.480910755,1.5943639715944753,6.64945670866801,5.066770309834454,117.4944139866039,16.339343682303024,0.0,11.606922882056638,0.0,0.0,0.0,4.992404732635668,0.0,0.0,0.0,19.118774703988137,25.739569171290647,28.42899658303946,9.238376796656386,30.321022324376756,5.959554568743835,0.0,4.899909730850477,16.431838684088213,31.864624506646894,25.98743873726378,0.0,0.0,0.0,11.439433951452546,0.0,0.0,0.0,36.846903036858095,0.0,0.0,56.538278517710914,4.992404732635668,5.6473683133128025,0.0,0.0,67.64,80.15096149495753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992404732635668,30.321022324376756,172.61204486934557,0.0,1.702198562295289,0.0,-1.3154722120712394,-1.5925415984294955,0.0,-21.866203402319258,-17.623359552154202,0.0,0.9,14,4,4,0,1,1,0,0,0,2,2,4,3,0,1,1,1,0.5258999999999996,60.201800000000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,CID2898,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,,12.09393466185865,-4.132689490026705,12.09393466185865,1.3589227681630769,0.5453331404055363,364.4409999999996,340.2490000000001,364.1674592480006,140,0,0.3075239430310634,-0.4267331814876272,0.4267331814876272,0.3075239430310634,0.8148148148148148,1.2592592592592593,1.6666666666666667,2.7695447258452486,1680.137536634856,40.15181786940711,37.13299316185545,13.132993161855453,22.561196392130967,18.97474487139159,6.974744871391589,4.562287392826324,4.562287392826324,2.843643696413162,2.843643696413162,1.8895195511812304,1.8895195511812304,-2.879999999999999,10567934227.45218,5.1325222212101975,8.67086833723935,5.065676776822093,193.07685306133897,9.473725907600098,11.49902366656781,0.0,0.0,0.0,11.938610575903695,9.589074368143644,0.0,0.0,0.0,36.11570426205182,66.36138194943395,35.63592113331488,10.96606844936176,51.96100562382906,17.511715105972964,0.0,0.0,0.0,45.56840874123825,0.0,65.0393571747696,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,11.938610575903695,9.589074368143644,0.0,89.59351707271746,53.91245419137562,0.0,5.5731045300692665,0.0,52.6,139.61850468854868,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473725907600098,32.89820534808528,204.71216101578915,0.0,24.1878693237173,0.0,-6.307496561896362,-6.829001303091588,-11.772666204146184,-20.54538262590108,-7.028816977804516,0.0,0.3043478260869565,27,0,4,1,0,1,2,0,2,4,0,4,6,1,0,1,3,5.303200000000005,104.60900000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,CID53276,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,,13.9298460967759,-3.635881314244827,13.9298460967759,0.3271652654404278,0.7898834049027826,304.32499999999965,287.18899999999996,304.13355400400053,116,0,0.4112209373366325,-0.4496062219416759,0.4496062219416759,0.4112209373366325,1.5454545454545454,2.363636363636364,3.090909090909091,2.7112483821853948,1275.3008239128376,30.57446760021749,27.483315435936788,10.483315435936786,17.500518428116667,13.655456638450094,5.366602256450261,3.352047889654829,3.352047889654829,1.92584155329068,1.92584155329068,1.1028829573919872,1.1028829573919872,-2.8299999999999996,66582529.76915412,4.580858166880657,7.256316894851852,4.3379866701310625,151.16485659260573,15.766393282814697,17.45294639671595,5.6473683133128025,0.0,0.0,6.093240070938415,5.309813353288375,14.16893075269385,0.0,0.0,12.08483741532659,36.58501843964585,10.609135352826604,25.953957079302047,37.389044729072346,23.416351901292035,0.0,4.983978520947208,0.0,13.348751801611623,22.89832892521931,47.63518457872266,0.0,0.0,16.339343682303024,26.508064062100264,0.0,0.0,17.63620383480191,11.233722638115994,5.817220841045894,30.23520483920553,36.25451224597977,5.6473683133128025,0.0,0.0,89.27,101.98880385355726,9.184952231746642,0.0,5.309813353288375,0.0,0.0,0.0,0.0,0.0,9.720841474747257,23.467229543525654,148.34812772916294,0.0,15.743096191116866,-0.8156666175168161,-2.8203127486081163,-4.015789446935124,-7.539032604728488,-2.07435840988599,-10.576064092605286,0.0,0.2,22,4,6,0,0,0,1,1,2,5,3,7,7,0,0,0,2,2.9834000000000005,83.02080000000002,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,CID5819,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,,12.05037383010639,-3.462405816355634,12.05037383010639,0.0210590061652886,0.3881566322360703,776.8720000000003,765.7839999999999,776.6866998320004,128,0,0.320315512376416,-0.5057251890337596,0.5057251890337596,0.320315512376416,1.2916666666666667,1.9166666666666667,2.4166666666666665,2.822353749954952,1144.4619129417665,27.20422411221441,22.09206464939232,19.72205781409761,16.014085089098874,10.961080241855733,10.065153052280737,3.9814277306454584,8.296424312998104,2.354329051022136,5.392622331249896,1.3757437462274569,4.736006244166948,0.3899999999999998,16875396.584241003,10.076463422839549,8.854709094425365,5.198827082606244,208.5782309664578,20.674196311740747,20.340600291573853,5.749511833283905,0.0,2.8623993144652684,5.969305287951848,4.794537184071822,0.0,0.0,0.0,0.0,126.4695337319518,2.7415171123404405,21.134521865112685,32.16801056993423,96.33278779622408,2.8623993144652684,0.0,5.719716975726273,12.390817369679024,0.0,44.01385540661176,0.0,17.248535499851716,10.456579929526322,0.0,17.248535499851716,90.36348250827224,23.636013795748553,11.1674620854012,14.280729084261583,15.158761384888534,24.16967483065318,2.8236841566564013,1.4311996572326342,0.0,92.78000000000002,41.72812854038073,4.794537184071822,0.0,43.61410199943989,0.0,0.0,0.0,90.36348250827224,0.0,10.217616382214423,20.01825631811326,92.90197047499343,6.670175005714082,12.05037383010639,8.171936891680723,-1.4364088745829575,-2.3845396494490805,-5.479827188454621,-3.347013823341296,0.0,0.0,0.1333333333333333,24,4,5,0,0,0,2,0,2,5,3,9,7,0,0,0,2,4.5573000000000015,124.806,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,CID9051,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,,13.79507407236055,-5.269076081821616,13.79507407236055,2.0162669543125897,0.7141681268421906,312.45299999999946,284.229,312.2089301360008,124,0,0.1555166296320616,-0.2996937038994096,0.2996937038994096,0.1555166296320616,1.3478260869565215,2.260869565217391,3.0434782608695654,2.649000392903978,1708.5604487075425,40.96410161513776,39.316496580927726,11.316496580927726,21.913460352255527,20.408248290463863,6.408248290463863,5.158248290463863,5.158248290463863,3.829124145231931,3.829124145231931,2.6786086270779395,2.6786086270779395,-1.1800000000000002,6188067609.090039,3.390153813376888,4.908423477457827,1.9935499959395224,178.29778084206248,0.0,5.783244946364939,5.783244946364939,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,25.80792772666249,78.8535468949302,46.53584649094798,4.1122756685106605,47.97031394090983,11.566489892729878,0.0,0.0,34.40581168024587,58.793225759863304,0.0,23.72931976817597,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,9.589074368143644,34.40581168024587,97.17446533262938,23.72931976817597,0.0,0.0,0.0,34.14,128.49484710101507,13.701350036654302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2689639042555,243.93498987343716,0.0,26.91352529775098,0.0,-12.156335414567064,-25.896943175354533,-6.432044665892068,-29.539168097348124,-14.074023818026347,0.0,0.7142857142857143,23,0,2,4,0,4,0,0,0,2,0,2,4,2,0,2,4,4.499500000000004,90.78700000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,CID3783,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,,8.813439967036198,-4.567241656693543,8.813439967036198,0.9917534437619396,0.7357108216476381,301.38599999999957,278.202,301.16779359600065,118,0,0.2930920706415547,-0.5079666181604732,0.5079666181604732,0.2930920706415547,1.318181818181818,2.136363636363636,2.772727272727273,3.0833555887343675,1419.157786543253,35.62687384302478,33.671958466891546,10.671958466891548,20.077345020168064,16.77742035285537,5.513710176427685,3.5005135753026737,3.5005135753026737,1.994636989492813,1.994636989492813,1.1072919674132833,1.1072919674132833,-2.0399999999999996,810301515.7638468,3.7129733788927153,7.823060042857056,4.755362428127063,163.4757435818,20.26429268930285,19.469850987812297,0.0,1.4311996572326342,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,30.212093538316473,43.436910556941534,23.001853386061047,22.529120700992625,43.78149253774709,0.0,2.8623993144652684,5.309813353288375,0.0,31.81958719824064,6.558985242916288,59.94521986066665,0.0,11.49902366656781,10.046676307088424,0.0,11.49902366656781,0.0,31.674785876295275,0.0,0.0,52.76242487664279,54.38176836896965,1.4118420783282006,0.0,0.0,61.72,115.13262932167976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214423,36.42627546999792,189.6355719942182,0.0,0.0,6.997041735409833,-1.6003094761779824,-2.4739419082992344,-20.318656158230056,-4.245353166838107,-12.994353020082649,0.0,0.3333333333333333,22,3,4,0,0,0,2,0,2,4,3,4,11,0,0,0,2,2.871200000000001,87.06330000000004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,CID135398738,CN(C)/N=N/c1nc[nH]c1C(N)=O,,11.587191279289494,-3.1774518140589576,11.587191279289494,0.1406585411942553,0.5105305434356862,182.1870000000001,172.107,182.09160894,70,0,0.2686762951090828,-0.3642044378988932,0.3642044378988932,0.2686762951090828,2.076923076923077,2.923076923076923,3.6153846153846154,3.3271407579867707,602.5831960535658,18.162772227887025,16.091529863463613,6.091529863463611,10.263761443659874,7.734619313731638,2.8929785272317634,1.8022190756334011,1.8022190756334011,0.9609702175916986,0.9609702175916986,0.5255802480568807,0.5255802480568807,-1.92,45850.30780010603,2.5334924332712827,3.654513294260848,2.2558359887894963,88.85707309502466,10.696720245955524,1.3707585561702202,9.929454229833064,5.817862777835028,5.907179729351506,0.0,9.803449708026353,4.983978520947208,0.0,5.114250125629398,5.2232529187334515,0.0,22.17620513758581,6.303371713966227,18.62537331224796,11.725042507186531,0.0,14.969894315130992,16.057220020089122,0.0,13.951653800564491,11.997299708814689,0.0,0.0,5.719716975726273,5.817862777835028,0.0,0.0,34.828727845046984,0.0,0.0,20.08377507211182,16.640874758329076,4.235526234984602,0.0,0.0,99.73,43.39371299229199,4.794537184071822,0.0,9.985915794183782,0.0,0.0,0.0,0.0,0.0,15.321481565310055,13.830836128176143,70.79924933862435,0.0,15.051100009448223,5.868692365835223,-1.2305590986394563,-2.1599376417233547,0.0,-0.8069746787603929,-6.354903628117915,0.0,0.3333333333333333,13,3,7,0,0,0,0,1,1,4,2,7,5,0,0,0,1,0.0688999999999999,45.308600000000006,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,CID18381,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,,13.946564074703954,-3.9604937346514175,13.946564074703954,0.3325944407007273,0.660289548252613,470.33399999999995,453.19800000000026,469.0265970040005,158,0,0.3273993847143225,-0.479672802365529,0.479672802365529,0.3273993847143225,1.5,2.2333333333333334,2.8666666666666667,1.994379306723072,1690.3533743523935,36.41133089340095,31.04705947530151,16.375413948266143,21.067161664040192,15.9365103479315,9.153473988913856,5.743860255080684,7.702984113093851,3.9511092582883047,5.5868638680855796,2.7079502107759628,4.275228765450486,-2.23,3696056772.445848,8.720916726486978,7.176983153246343,3.069591186676107,209.43895349174693,19.841626212219413,34.403336294289616,1.4118420783282006,5.907179729351506,7.33837938658414,5.969305287951848,9.589074368143644,4.794537184071822,0.0,11.761884949391115,34.400961745253774,32.640513767213626,22.64730095044653,18.26981796450397,45.988735101177554,52.74742947651101,1.4311996572326342,15.3663863412643,0.0,42.68840819397432,0.0,39.49622166104397,0.0,11.257379486545457,5.309813353288375,0.0,0.0,34.963764729856145,55.08177776782527,9.589074368143644,6.851892117295679,50.38339867178796,22.65035105996323,11.457108705810851,12.68857914377809,0.0,112.74,128.2973723908981,14.383611552215466,0.0,4.899909730850477,0.0,0.0,0.0,0.0,0.0,10.265471448232658,51.12939479555254,137.83895963269532,11.642634776696216,40.015823476179925,1.4703996206268286,-2.97498480323922,-7.659186325548551,-10.200840217764252,0.0,-11.327250604090729,0.0,0.3684210526315789,30,2,8,0,2,2,1,1,2,7,2,11,7,0,2,2,4,3.2021200000000007,111.67800000000004,1,0,0,0,0,1,0,0,1,1,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,CID727,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,,7.695262345679013,-2.962746913580247,7.695262345679013,2.962746913580246,0.5976039421761683,290.8319999999999,284.784,287.86006627200015,72,0,0.0692669085059189,-0.1196637872634997,0.1196637872634997,0.0692669085059189,0.5,0.5833333333333334,0.6666666666666666,3.71651637688805,259.70527509086565,15.0,11.267786838055365,9.80336051416609,7.5,5.6338934190276815,4.901680257083045,1.883893419027681,4.151680257083046,1.1562324237995552,4.004411557112952,0.5781162118997775,2.002205778556476,1.74,2781.7891932754014,5.723099441677985,4.506208943212113,2.0438996745290456,109.80755080858025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,0.0,0.0,40.3433883814658,8.224551337021321,69.60563934139509,0.0,0.0,0.0,32.11883704444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,32.11883704444446,0.0,0.0,8.224551337021321,0.0,0.0,0.0,0.0,0.0,32.11883704444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.83019067841639,46.17157407407407,33.77157407407407,0.0,-17.77648148148148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,0,0,1,0,1,0,0,0,0,0,6,0,1,0,1,1,3.644400000000001,57.846000000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
