compound_id,base_rdkit_smiles,DILIst_Classification,cellcount_active,GSH_active,mitostruct_active,MMP_active,nucarea_active,nucmask_active,ROS_active
CID6918289,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
CID3784,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID387447,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CID3415,O=C(O)P(=O)(O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID60947,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID16132344,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CO)[C@@H](C)CC)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C)C(N)=O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID3011155,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID6116,CC(=O)[O-],0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CID68740,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID16134956,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4829,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID54746,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CID3958,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
CID3634,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID4908,COc1cc(NC(C)CCCN)c2ncccc2c1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID26757,C#CCN(C)[C@H](C)Cc1ccccc1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID5481173,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3354,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID33255,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)C3SC2)s1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2727,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID6473883,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CID216210,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID36314,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CID4679,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4915,CNNCc1ccc(C(=O)NC(C)C)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID446155,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
CID2789,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
CID5311017,CC(Cc1ccccc1)N(C)Cc1ccccc1,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
CID25074470,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CID441243,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
CID54680690,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2406,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
CID4034,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID5453,S=P(N1CC1)(N1CC1)N1CC1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3825,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID54670067,O=C1OC([C@@H](O)CO)C(O)=C1O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID16133812,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID444020,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4008,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID39147,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2663,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0
CID5282242,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID36294,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID13505,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
CID2157,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID5311181,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CID5352062,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID5323714,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID5781,O=C1NC(=O)C(=O)C(=O)N1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2997,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
CID54687,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5468,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID33613,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID439302,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CID6179,CC(NN)c1ccccc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2351,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID4723,NC1=NC(=O)C(c2ccccc2)O1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID3331,NC(=O)OCC(COC(N)=O)c1ccccc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID134018,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID35935,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID123619,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID3085017,C=CCN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4095,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID4649,Nc1ccc(C(=O)O)c(O)c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID7029,CCN(CC)C(C)C(=O)c1ccccc1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CID24066,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID23666456,CC(O)C(=O)[O-],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3792,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
CID3964,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
CID216237,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID6087,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CID156391,COc1ccc2cc(C(C)C(=O)O)ccc2c1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CID5282219,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CID5282440,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4539,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3637,NNc1nncc2ccccc12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID57363,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID54678486,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID7028,CN[C@@H](C)[C@@H](O)c1ccccc1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CID9574101,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CID1923,Oc1cccc2cccnc12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID62819,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID25249,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0
CID19861,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
CID62865,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID493570,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3305,CC(O)(P(=O)(O)O)P(=O)(O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID16362,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID6917864,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID84029,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5284514,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CID441350,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID135398737,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID31315,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID448812,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID708857,CN1CCCN=C1/C=C/c1cccs1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
CID4107,COc1ccccc1OCC(O)COC(N)=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2747,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
CID37464,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
CID2165,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID2805,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID3373,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3152,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CID2370,CC(C[N+](C)(C)C)OC(N)=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID57394584,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID464205,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5070,Nc1nc2ccc(OC(F)(F)F)cc2s1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID198068,CN1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID51039,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID91754427,CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])cc1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5253,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID16133850,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID3033,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID656668,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
CID135398513,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID62816,NCCNCCNCCNCCN,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CID92727,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CID4890,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID3639,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID91270,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID3516,COc1ccccc1OCC(O)CO,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CID14969,CN[C@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID213039,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CID667490,S=c1nc[nH]c2nc[nH]c12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5284594,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID9294,CN[C@@H](C)[C@H](O)c1ccccc1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CID2099,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID54686904,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID56955933,[N-]=C=[N-],1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID1548943,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
CID15387,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0
