compound_id,base_rdkit_smiles,DILIst_Classification,cellcount_active,GSH_active,mitostruct_active,MMP_active,nucarea_active,nucmask_active,ROS_active
CID5897,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CID2973,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID124093,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID4174,CC(C)(C(=O)c1cccnc1)c1cccnc1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID15250,CC(C)Cc1ccc(CC(=O)O)cc1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID5360696,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
CID2812,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
CID24014,[Cu+2],0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID441290,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
CID938,O=C(O)c1cccnc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID7108,c1ccc2c(c1)Nc1ccccc1S2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
CID9571107,CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID39765,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
CID2164,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID2474,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID6918508,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
CID71349,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CID71329,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
CID3162,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CID5359272,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID6335986,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID61278,C=CCOC=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5324346,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
CID5746,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID24776445,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
CID3324,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID65833,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CID3478,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5991,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID60663,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID20469,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID104838,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2541,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID6509979,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0
CID5574,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID125017,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CID5042,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4212,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4173,Cc1ncc([N+](=O)[O-])n1CCO,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID10531,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
CID5430,c1ccc2[nH]c(-c3cscn3)nc2c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5280793,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
CID5790,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5878,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CID74989,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID443874,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4033,CN(CCCl)CCCl,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
CID5281040,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CID5362065,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@H]2SC1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID6834,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CID3001055,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5556,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
CID39042,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID5282517,C[C@H](N)C(=O)N[C@@H](C)C(=O)NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3366,Nc1[nH]c(=O)ncc1F,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID51263,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID168924,O=C([O-])[O-],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID11626560,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
CID24847866,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID4999,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
CID3518,NC(N)=NCCN1CCCCCCC1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
CID9838022,CCC(c1cccc(O)c1)C(C)CN(C)C,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
CID5452,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID3475,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID60490,CC(c1cc2ccccc2s1)N(O)C(N)=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5281004,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID30487,CC1C(c2ccccc2)OCCN1C,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CID68870,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID12597,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID151166,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4528,CN1Cc2c(N)cccc2C(c2ccccc2)C1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CID6137,CSCC[C@H](N)C(=O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3007,CC(N)Cc1ccccc1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID137321858,Cc1c(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)OC(C)c1c(C)c2cc4nc(cc5nc(cc6[nH]c(cc1[nH]2)c(C)c6C(C)O)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)c(C)c3CCC(=O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5656,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID55245,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CID4616,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CID657298,CCCc1cc(=O)[nH]c(=S)[nH]1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2809,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID5526,NCC1CCC(C(=O)O)CC1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID9681,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
CID3793,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2578,O=NN(CCCl)C(=O)NCCCl,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2717,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5312125,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
CID2708,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CID2471,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID72180,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5078,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID153994,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID4021,CC1=NN(c2ccccc2)C(=O)C1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CID3767,NNC(=O)c1ccncc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID11339,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CID2726,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID3114,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3000322,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5503,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID135398508,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID12560,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5284632,O=C(OC1CC2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CID2153,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID1349907,Cn1cc[nH]c1=S,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID45588096,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3598,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
CID896,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID70691388,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CID174174,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
CID5071,CC(N)C12CC3CC(CC(C3)C1)C2,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
CID108150,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
CID2733526,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
CID60953,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID42113,FC(F)OC(F)C(F)(F)F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5546,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID6249,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5284513,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)c(C)c1C,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CID33036,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID38409,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5284543,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0
CID6172,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
CID31018,NCc1cccnc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID18343,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5745,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID2907,O=P1(N(CCCl)CCCl)NCCCO1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5742832,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID2724354,O=C(O)C(S)C(S)C(=O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID132971,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
CID1201549,CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CID4260,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
CID441306,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CID202225,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID3590,CC(N)CCCC(C)(C)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5281074,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C/CCCC(=O)O,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID6075,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID1548887,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID19649,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID241903,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CID33572,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CID5193,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID6479523,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID5754,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CID25419,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
