,spid,direction,hit,meas
1184,664,down,0,CellCount
288,24,down,0,CellCount
1222,681,down,0,CellCount
286,239,down,0,CellCount
364,274,down,0,CellCount
366,275,down,0,CellCount
284,238,down,0,CellCount
1224,682,down,1,CellCount
1182,663,down,1,CellCount
282,237,down,2,CellCount
368,276,down,3,CellCount
292,241,down,0,CellCount
280,236,down,0,CellCount
306,248,down,1,CellCount
1212,677,down,0,CellCount
1200,671,down,0,CellCount
334,260,down,0,CellCount
330,259,down,0,CellCount
1198,670,down,0,CellCount
328,258,down,2,CellCount
336,261,down,0,CellCount
1202,672,down,0,CellCount
326,257,down,0,CellCount
338,262,down,0,CellCount
1196,67,down,4,CellCount
324,256,down,0,CellCount
1204,673,down,0,CellCount
322,255,down,1,CellCount
340,263,down,0,CellCount
1190,667,down,0,CellCount
320,254,down,1,CellCount
318,253,down,3,CellCount
1194,669,down,0,CellCount
344,265,down,4,CellCount
316,252,down,3,CellCount
1208,675,down,0,CellCount
314,251,down,0,CellCount
346,266,down,0,CellCount
1192,668,down,0,CellCount
348,267,down,0,CellCount
312,250,down,0,CellCount
1210,676,down,0,CellCount
310,25,down,0,CellCount
308,249,down,0,CellCount
350,268,down,0,CellCount
342,264,down,0,CellCount
1226,683,down,0,CellCount
1220,680,down,0,CellCount
270,231,down,0,CellCount
374,279,down,0,CellCount
272,232,down,0,CellCount
254,224,down,2,CellCount
1178,661,down,1,CellCount
1230,685,down,0,CellCount
1238,689,down,0,CellCount
1176,660,down,2,CellCount
1236,688,down,0,CellCount
386,284,down,0,CellCount
258,226,down,0,CellCount
376,28,down,0,CellCount
266,23,down,0,CellCount
268,230,down,0,CellCount
1232,686,down,0,CellCount
256,225,down,0,CellCount
378,280,down,0,CellCount
384,283,down,0,CellCount
278,235,down,0,CellCount
1174,66,down,0,CellCount
260,227,down,0,CellCount
370,277,down,0,CellCount
250,222,down,0,CellCount
262,228,down,0,CellCount
1240,69,down,0,CellCount
1180,662,down,0,CellCount
382,282,down,0,CellCount
1172,659,down,0,CellCount
380,281,down,0,CellCount
252,223,down,0,CellCount
372,278,down,0,CellCount
276,234,down,0,CellCount
1228,684,down,0,CellCount
388,285,down,0,CellCount
274,233,down,0,CellCount
1234,687,down,0,CellCount
264,229,down,0,CellCount
919,541,up,0,CellCount
1193,668,up,0,CellCount
965,562,up,0,CellCount
1327,80,up,0,CellCount
