,spid,direction,hit,meas
1049,602,up,4,NucMask
1229,684,up,0,NucMask
1093,622,up,0,NucMask
1263,70,up,0,NucMask
1047,601,up,0,NucMask
1045,600,up,0,NucMask
1265,700,up,0,NucMask
1095,623,up,0,NucMask
1227,683,up,0,NucMask
1043,60,up,0,NucMask
1267,701,up,0,NucMask
1041,598,up,0,NucMask
1097,624,up,0,NucMask
1051,603,up,0,NucMask
1269,702,up,0,NucMask
1225,682,up,0,NucMask
1099,625,up,0,NucMask
1037,596,up,0,NucMask
1271,703,up,0,NucMask
1035,595,up,0,NucMask
1223,681,up,0,NucMask
1273,704,up,0,NucMask
1101,626,up,0,NucMask
1033,594,up,3,NucMask
1275,705,up,0,NucMask
1031,593,up,0,NucMask
1103,627,up,1,NucMask
1221,680,up,0,NucMask
1029,592,up,3,NucMask
1039,597,up,3,NucMask
1277,706,up,0,NucMask
1091,621,up,0,NucMask
1053,604,up,0,NucMask
1075,614,up,0,NucMask
1243,690,up,0,NucMask
1073,613,up,0,NucMask
1079,616,up,4,NucMask
1239,689,up,0,NucMask
1245,691,up,0,NucMask
1071,612,up,3,NucMask
1081,617,up,0,NucMask
1069,611,up,0,NucMask
1247,692,up,0,NucMask
1237,688,up,0,NucMask
1067,610,up,0,NucMask
1249,693,up,0,NucMask
1083,618,up,3,NucMask
1259,699,up,1,NucMask
1065,61,up,0,NucMask
1063,609,up,0,NucMask
1235,687,up,0,NucMask
1085,619,up,3,NucMask
1061,608,up,0,NucMask
1253,695,up,0,NucMask
1059,607,up,0,NucMask
1087,62,up,0,NucMask
1255,697,up,0,NucMask
1233,686,up,0,NucMask
1057,606,up,0,NucMask
1257,698,up,0,NucMask
1055,605,up,0,NucMask
1089,620,up,4,NucMask
1231,685,up,0,NucMask
1251,694,up,0,NucMask
979,569,up,0,NucMask
1027,591,up,3,NucMask
1279,707,up,0,NucMask
1001,579,up,0,NucMask
1299,718,up,0,NucMask
1121,635,up,0,NucMask
999,578,up,2,NucMask
1301,719,up,0,NucMask
1207,674,up,0,NucMask
997,577,up,0,NucMask
1123,636,up,0,NucMask
1303,72,up,0,NucMask
995,576,up,0,NucMask
1241,69,up,0,NucMask
1205,673,up,0,NucMask
993,575,up,0,NucMask
1305,720,up,0,NucMask
1209,675,up,0,NucMask
1125,637,up,0,NucMask
1307,721,up,0,NucMask
989,573,up,3,NucMask
1127,638,up,0,NucMask
1203,672,up,0,NucMask
1309,722,up,0,NucMask
987,572,up,4,NucMask
1129,639,up,4,NucMask
985,571,up,0,NucMask
1311,73,up,0,NucMask
1201,671,up,0,NucMask
983,570,up,0,NucMask
1313,74,up,0,NucMask
1131,64,up,0,NucMask
981,57,up,0,NucMask
991,574,up,0,NucMask
1105,628,up,0,NucMask
1119,634,up,4,NucMask
1297,717,up,0,NucMask
1025,590,up,0,NucMask
1219,68,up,1,NucMask
1281,708,up,0,NucMask
1107,629,up,0,NucMask
1023,59,up,4,NucMask
1283,709,up,0,NucMask
1217,679,up,0,NucMask
1021,589,up,0,NucMask
1109,63,up,0,NucMask
1285,71,up,0,NucMask
1019,588,up,1,NucMask
1111,630,up,0,NucMask
1017,587,up,0,NucMask
1287,710,up,0,NucMask
1003,58,up,0,NucMask
1215,678,up,4,NucMask
1289,713,up,0,NucMask
1113,631,up,0,NucMask
1013,584,up,0,NucMask
1213,677,up,0,NucMask
1291,714,up,0,NucMask
1011,583,up,0,NucMask
1115,632,up,0,NucMask
1009,582,up,0,NucMask
1293,715,up,0,NucMask
1211,676,up,0,NucMask
1007,581,up,0,NucMask
1117,633,up,4,NucMask
1295,716,up,0,NucMask
1005,580,up,4,NucMask
1015,585,up,2,NucMask
1171,658,up,0,NucMask
683,422,up,0,NucMask
909,537,up,0,NucMask
287,239,up,2,NucMask
289,24,up,0,NucMask
291,240,up,0,NucMask
293,241,up,0,NucMask
295,242,up,0,NucMask
297,243,up,0,NucMask
299,244,up,0,NucMask
301,245,up,1,NucMask
303,246,up,0,NucMask
305,247,up,0,NucMask
307,248,up,4,NucMask
285,238,up,0,NucMask
309,249,up,0,NucMask
313,250,up,0,NucMask
315,251,up,0,NucMask
317,252,up,3,NucMask
319,253,up,3,NucMask
321,254,up,0,NucMask
323,255,up,0,NucMask
325,256,up,0,NucMask
327,257,up,0,NucMask
329,258,up,2,NucMask
331,259,up,2,NucMask
333,26,up,0,NucMask
311,25,up,0,NucMask
283,237,up,3,NucMask
281,236,up,0,NucMask
279,235,up,0,NucMask
229,203,up,0,NucMask
231,204,up,0,NucMask
233,205,up,0,NucMask
235,21,up,0,NucMask
237,216,up,0,NucMask
239,217,up,0,NucMask
241,218,up,0,NucMask
243,219,up,0,NucMask
245,22,up,0,NucMask
247,220,up,0,NucMask
249,221,up,0,NucMask
251,222,up,0,NucMask
253,223,up,0,NucMask
255,224,up,3,NucMask
257,225,up,0,NucMask
259,226,up,0,NucMask
261,227,up,4,NucMask
263,228,up,0,NucMask
265,229,up,0,NucMask
267,23,up,0,NucMask
269,230,up,0,NucMask
271,231,up,0,NucMask
273,232,up,1,NucMask
275,233,up,0,NucMask
277,234,up,4,NucMask
335,260,up,0,NucMask
227,202,up,0,NucMask
337,261,up,0,NucMask
341,263,up,0,NucMask
401,290,up,0,NucMask
403,291,up,0,NucMask
405,292,up,0,NucMask
407,293,up,0,NucMask
409,294,up,0,NucMask
411,295,up,0,NucMask
413,296,up,4,NucMask
415,297,up,0,NucMask
417,298,up,0,NucMask
419,299,up,4,NucMask
421,30,up,0,NucMask
399,29,up,0,NucMask
423,300,up,0,NucMask
427,302,up,0,NucMask
429,303,up,0,NucMask
431,304,up,0,NucMask
433,305,up,0,NucMask
435,306,up,0,NucMask
