,spid,direction,hit,meas
142,164,down,0,ROS
1294,716,down,0,ROS
144,165,down,0,ROS
146,166,down,0,ROS
1292,715,down,0,ROS
148,167,down,0,ROS
150,168,down,0,ROS
1290,714,down,0,ROS
152,169,down,0,ROS
140,163,down,0,ROS
126,157,down,0,ROS
186,184,down,0,ROS
188,185,down,0,ROS
222,200,down,0,ROS
1254,697,down,0,ROS
224,201,down,0,ROS
226,202,down,0,ROS
1252,695,down,0,ROS
228,203,down,0,ROS
230,204,down,0,ROS
1250,694,down,0,ROS
232,205,down,0,ROS
234,21,down,0,ROS
1248,693,down,0,ROS
236,216,down,0,ROS
238,217,down,0,ROS
1246,692,down,0,ROS
240,218,down,0,ROS
242,219,down,0,ROS
1244,691,down,0,ROS
244,22,down,0,ROS
246,220,down,0,ROS
220,20,down,0,ROS
1256,698,down,0,ROS
218,199,down,0,ROS
216,198,down,0,ROS
190,186,down,0,ROS
1270,703,down,0,ROS
192,187,down,0,ROS
194,188,down,0,ROS
390,286,down,0,ROS
196,189,down,0,ROS
198,19,down,0,ROS
1266,701,down,0,ROS
200,190,down,0,ROS
1272,704,down,0,ROS
202,191,down,0,ROS
204,192,down,0,ROS
206,193,down,0,ROS
1262,70,down,0,ROS
208,194,down,0,ROS
210,195,down,0,ROS
1260,7,down,0,ROS
212,196,down,0,ROS
214,197,down,0,ROS
1258,699,down,0,ROS
1264,700,down,0,ROS
1242,690,down,0,ROS
124,156,down,0,ROS
122,155,down,0,ROS
34,115,down,0,ROS
1348,90,down,0,ROS
36,116,down,0,ROS
38,117,down,0,ROS
1346,9,down,0,ROS
40,118,down,0,ROS
42,119,down,0,ROS
1344,89,down,0,ROS
44,12,down,0,ROS
46,120,down,0,ROS
1342,88,down,0,ROS
48,121,down,0,ROS
50,122,down,0,ROS
1340,87,down,0,ROS
52,123,down,0,ROS
54,124,down,0,ROS
1338,86,down,0,ROS
56,125,down,0,ROS
58,126,down,0,ROS
32,114,down,0,ROS
1350,91,down,0,ROS
30,113,down,0,ROS
28,112,down,0,ROS
2,100,down,0,ROS
1364,98,down,0,ROS
4,101,down,0,ROS
6,102,down,0,ROS
1362,97,down,0,ROS
8,103,down,0,ROS
10,104,down,0,ROS
1360,96,down,0,ROS
12,105,down,0,ROS
1336,85,down,0,ROS
14,106,down,0,ROS
16,107,down,0,ROS
18,108,down,0,ROS
1356,94,down,0,ROS
20,109,down,0,ROS
22,11,down,0,ROS
1354,93,down,0,ROS
24,110,down,0,ROS
26,111,down,0,ROS
1352,92,down,0,ROS
1358,95,down,0,ROS
1304,720,down,0,ROS
60,127,down,0,ROS
1334,84,down,0,ROS
96,143,down,0,ROS
98,144,down,0,ROS
1316,76,down,0,ROS
100,145,down,0,ROS
102,146,down,0,ROS
1314,75,down,0,ROS
104,147,down,0,ROS
106,148,down,0,ROS
1312,74,down,0,ROS
108,149,down,0,ROS
110,15,down,0,ROS
1310,73,down,0,ROS
112,150,down,0,ROS
114,151,down,0,ROS
1308,722,down,0,ROS
116,152,down,0,ROS
118,153,down,0,ROS
1306,721,down,0,ROS
120,154,down,0,ROS
1318,77,down,0,ROS
94,142,down,0,ROS
92,141,down,0,ROS
1320,78,down,0,ROS
64,129,down,0,ROS
66,13,down,0,ROS
1332,83,down,0,ROS
68,130,down,0,ROS
70,131,down,0,ROS
1330,82,down,0,ROS
72,132,down,0,ROS
74,133,down,0,ROS
1328,81,down,0,ROS
62,128,down,0,ROS
76,134,down,0,ROS
1326,80,down,0,ROS
80,136,down,0,ROS
82,137,down,0,ROS
1324,8,down,0,ROS
84,138,down,0,ROS
86,139,down,0,ROS
1322,79,down,0,ROS
88,14,down,0,ROS
90,140,down,0,ROS
78,135,down,0,ROS
248,221,down,0,ROS
910,538,down,0,ROS
1206,674,down,0,ROS
304,247,down,0,ROS
1214,678,down,0,ROS
354,27,down,0,ROS
302,246,down,0,ROS
1188,666,down,0,ROS
300,245,down,0,ROS
1216,679,down,0,ROS
356,270,down,0,ROS
298,244,down,0,ROS
296,243,down,0,ROS
358,271,down,0,ROS
1218,68,down,0,ROS
1186,665,down,0,ROS
294,242,down,0,ROS
352,269,down,0,ROS
360,272,down,0,ROS
332,26,down,0,ROS
290,240,down,0,ROS
362,273,down,0,ROS
1184,664,down,0,ROS
288,24,down,0,ROS
1222,681,down,0,ROS
286,239,down,0,ROS
364,274,down,0,ROS
366,275,down,0,ROS
284,238,down,0,ROS
1224,682,down,0,ROS
1182,663,down,0,ROS
282,237,down,0,ROS
368,276,down,0,ROS
292,241,down,0,ROS
280,236,down,0,ROS
306,248,down,0,ROS
1212,677,down,0,ROS
1200,671,down,0,ROS
334,260,down,0,ROS
330,259,down,0,ROS
1198,670,down,0,ROS
328,258,down,0,ROS
336,261,down,0,ROS
1202,672,down,0,ROS
326,257,down,0,ROS
338,262,down,0,ROS
1196,67,down,0,ROS
324,256,down,0,ROS
1204,673,down,0,ROS
322,255,down,0,ROS
340,263,down,0,ROS
1190,667,down,0,ROS
320,254,down,0,ROS
318,253,down,0,ROS
1194,669,down,0,ROS
344,265,down,0,ROS
316,252,down,0,ROS
1208,675,down,0,ROS
314,251,down,0,ROS
346,266,down,0,ROS
1192,668,down,0,ROS
348,267,down,0,ROS
312,250,down,0,ROS
1210,676,down,0,ROS
310,25,down,0,ROS
308,249,down,0,ROS
350,268,down,0,ROS
342,264,down,0,ROS
1226,683,down,0,ROS
1220,680,down,0,ROS
270,231,down,0,ROS
374,279,down,0,ROS
272,232,down,0,ROS
254,224,down,0,ROS
1178,661,down,0,ROS
1230,685,down,0,ROS
1238,689,down,0,ROS
1176,660,down,0,ROS
1236,688,down,0,ROS
386,284,down,0,ROS
258,226,down,0,ROS
376,28,down,0,ROS
266,23,down,0,ROS
268,230,down,0,ROS
1232,686,down,0,ROS
256,225,down,0,ROS
378,280,down,0,ROS
384,283,down,0,ROS
278,235,down,0,ROS
1174,66,down,0,ROS
260,227,down,0,ROS
370,277,down,0,ROS
250,222,down,0,ROS
262,228,down,0,ROS
1240,69,down,0,ROS
1180,662,down,0,ROS
382,282,down,0,ROS
1172,659,down,0,ROS
380,281,down,0,ROS
252,223,down,0,ROS
372,278,down,0,ROS
276,234,down,0,ROS
1228,684,down,0,ROS
388,285,down,0,ROS
274,233,down,0,ROS
1234,687,down,0,ROS
264,229,down,0,ROS
919,541,up,0,ROS
1193,668,up,0,ROS
965,562,up,0,ROS
1327,80,up,0,ROS
1359,95,up,0,ROS
1325,8,up,0,ROS
921,542,up,0,ROS
963,561,up,0,ROS
1141,644,up,0,ROS
1361,96,up,0,ROS
935,549,up,0,ROS
967,563,up,0,ROS
1133,640,up,0,ROS
1365,98,up,3,ROS
977,568,up,0,ROS
1317,76,up,3,ROS
913,539,up,0,ROS
975,567,up,2,ROS
1135,641,up,2,ROS
1169,657,up,0,ROS
1319,77,up,0,ROS
1197,67,up,3,ROS
973,566,up,4,ROS
915,54,up,0,ROS
1363,97,up,0,ROS
1321,78,up,0,ROS
971,565,up,0,ROS
1137,642,up,0,ROS
1173,659,up,0,ROS
961,560,up,1,ROS
1195,669,up,0,ROS
969,564,up,0,ROS
917,540,up,0,ROS
1323,79,up,0,ROS
1139,643,up,0,ROS
1167,656,up,0,ROS
1165,655,up,0,ROS
1145,646,up,0,ROS
1143,645,up,0,ROS
929,546,up,0,ROS
1151,649,up,0,ROS
1185,664,up,0,ROS
945,553,up,0,ROS
1341,87,up,0,ROS
943,552,up,0,ROS
1179,661,up,0,ROS
1153,65,up,0,ROS
1343,88,up,0,ROS
931,547,up,0,ROS
1351,91,up,0,ROS
1159,652,up,0,ROS
941,551,up,0,ROS
1183,663,up,0,ROS
1345,89,up,0,ROS
939,550,up,0,ROS
1155,650,up,0,ROS
933,548,up,0,ROS
937,55,up,0,ROS
1347,9,up,3,ROS
1349,90,up,0,ROS
1181,662,up,0,ROS
1157,651,up,1,ROS
1353,92,up,0,ROS
1329,81,up,0,ROS
947,554,up,0,ROS
1161,653,up,0,ROS
1191,667,up,0,ROS
959,56,up,0,ROS
1175,66,up,0,ROS
1331,82,up,0,ROS
957,559,up,0,ROS
923,543,up,0,ROS
1357,94,up,0,ROS
1333,83,up,3,ROS
955,558,up,0,ROS
1189,666,up,2,ROS
1163,654,up,0,ROS
925,544,up,4,ROS
1147,647,up,0,ROS
953,557,up,0,ROS
1335,84,up,0,ROS
1355,93,up,0,ROS
951,556,up,2,ROS
1177,660,up,0,ROS
1187,665,up,0,ROS
1337,85,up,0,ROS
1149,648,up,0,ROS
949,555,up,0,ROS
927,545,up,0,ROS
1339,86,up,0,ROS
1199,670,up,0,ROS
1077,615,up,0,ROS
1315,75,up,0,ROS
1261,7,up,0,ROS
1049,602,up,4,ROS
1229,684,up,0,ROS
1093,622,up,0,ROS
1263,70,up,0,ROS
1047,601,up,0,ROS
1045,600,up,0,ROS
1265,700,up,0,ROS
1095,623,up,0,ROS
1227,683,up,0,ROS
1043,60,up,0,ROS
1267,701,up,0,ROS
1041,598,up,0,ROS
1097,624,up,0,ROS
1051,603,up,0,ROS
1269,702,up,0,ROS
1225,682,up,0,ROS
1099,625,up,0,ROS
1037,596,up,0,ROS
1271,703,up,0,ROS
1035,595,up,0,ROS
1223,681,up,0,ROS
1273,704,up,0,ROS
1101,626,up,0,ROS
1033,594,up,2,ROS
1275,705,up,0,ROS
1031,593,up,0,ROS
1103,627,up,1,ROS
1221,680,up,0,ROS
1029,592,up,0,ROS
1039,597,up,1,ROS
1277,706,up,0,ROS
1091,621,up,0,ROS
1053,604,up,0,ROS
1075,614,up,0,ROS
1243,690,up,0,ROS
1073,613,up,0,ROS
1079,616,up,2,ROS
1239,689,up,0,ROS
1245,691,up,0,ROS
1071,612,up,1,ROS
1081,617,up,0,ROS
1069,611,up,0,ROS
1247,692,up,0,ROS
1237,688,up,0,ROS
1067,610,up,0,ROS
1249,693,up,2,ROS
1083,618,up,2,ROS
1259,699,up,0,ROS
1065,61,up,0,ROS
1063,609,up,0,ROS
1235,687,up,0,ROS
1085,619,up,2,ROS
1061,608,up,0,ROS
1253,695,up,0,ROS
1059,607,up,0,ROS
1087,62,up,0,ROS
1255,697,up,0,ROS
1233,686,up,0,ROS
1057,606,up,0,ROS
1257,698,up,0,ROS
1055,605,up,0,ROS
1089,620,up,2,ROS
1231,685,up,0,ROS
1251,694,up,0,ROS
979,569,up,2,ROS
1027,591,up,1,ROS
1279,707,up,0,ROS
1001,579,up,0,ROS
1299,718,up,0,ROS
1121,635,up,0,ROS
999,578,up,0,ROS
1301,719,up,0,ROS
1207,674,up,0,ROS
997,577,up,0,ROS
1123,636,up,0,ROS
1303,72,up,4,ROS
995,576,up,0,ROS
1241,69,up,0,ROS
1205,673,up,0,ROS
993,575,up,0,ROS
1305,720,up,0,ROS
1209,675,up,0,ROS
1125,637,up,0,ROS
1307,721,up,0,ROS
989,573,up,0,ROS
1127,638,up,0,ROS
1203,672,up,0,ROS
1309,722,up,0,ROS
987,572,up,0,ROS
1129,639,up,3,ROS
985,571,up,0,ROS
1311,73,up,0,ROS
1201,671,up,0,ROS
983,570,up,0,ROS
1313,74,up,0,ROS
1131,64,up,0,ROS
981,57,up,0,ROS
991,574,up,0,ROS
1105,628,up,0,ROS
1119,634,up,3,ROS
1297,717,up,0,ROS
1025,590,up,0,ROS
1219,68,up,4,ROS
1281,708,up,0,ROS
1107,629,up,0,ROS
1023,59,up,4,ROS
1283,709,up,0,ROS
1217,679,up,1,ROS
1021,589,up,0,ROS
1109,63,up,0,ROS
1285,71,up,0,ROS
1019,588,up,0,ROS
1111,630,up,0,ROS
1017,587,up,0,ROS
1287,710,up,0,ROS
1003,58,up,0,ROS
1215,678,up,2,ROS
1289,713,up,0,ROS
1113,631,up,0,ROS
1013,584,up,0,ROS
1213,677,up,0,ROS
1291,714,up,0,ROS
1011,583,up,0,ROS
1115,632,up,0,ROS
1009,582,up,0,ROS
1293,715,up,0,ROS
1211,676,up,0,ROS
1007,581,up,0,ROS
1117,633,up,2,ROS
1295,716,up,0,ROS
1005,580,up,2,ROS
1015,585,up,0,ROS
1171,658,up,0,ROS
683,422,up,0,ROS
909,537,up,0,ROS
287,239,up,2,ROS
289,24,up,0,ROS
291,240,up,0,ROS
293,241,up,0,ROS
295,242,up,0,ROS
297,243,up,0,ROS
299,244,up,0,ROS
301,245,up,0,ROS
303,246,up,0,ROS
305,247,up,0,ROS
307,248,up,2,ROS
285,238,up,0,ROS
309,249,up,0,ROS
313,250,up,0,ROS
315,251,up,0,ROS
317,252,up,2,ROS
319,253,up,2,ROS
321,254,up,0,ROS
323,255,up,0,ROS
325,256,up,0,ROS
327,257,up,0,ROS
329,258,up,0,ROS
331,259,up,0,ROS
333,26,up,0,ROS
311,25,up,0,ROS
283,237,up,0,ROS
281,236,up,0,ROS
279,235,up,0,ROS
229,203,up,3,ROS
231,204,up,2,ROS
233,205,up,0,ROS
235,21,up,0,ROS
237,216,up,1,ROS
239,217,up,0,ROS
241,218,up,0,ROS
243,219,up,0,ROS
245,22,up,0,ROS
247,220,up,0,ROS
249,221,up,0,ROS
251,222,up,1,ROS
253,223,up,2,ROS
255,224,up,2,ROS
257,225,up,0,ROS
259,226,up,0,ROS
261,227,up,0,ROS
263,228,up,0,ROS
265,229,up,0,ROS
267,23,up,0,ROS
269,230,up,0,ROS
271,231,up,1,ROS
273,232,up,0,ROS
275,233,up,0,ROS
277,234,up,2,ROS
335,260,up,0,ROS
227,202,up,0,ROS
337,261,up,0,ROS
341,263,up,0,ROS
401,290,up,0,ROS
403,291,up,0,ROS
405,292,up,0,ROS
407,293,up,0,ROS
409,294,up,0,ROS
411,295,up,0,ROS
413,296,up,3,ROS
415,297,up,0,ROS
417,298,up,0,ROS
419,299,up,1,ROS
421,30,up,0,ROS
399,29,up,0,ROS
423,300,up,0,ROS
427,302,up,0,ROS
429,303,up,0,ROS
431,304,up,0,ROS
433,305,up,0,ROS
435,306,up,0,ROS
437,307,up,0,ROS
439,308,up,0,ROS
441,309,up,4,ROS
443,31,up,0,ROS
445,310,up,0,ROS
447,311,up,0,ROS
425,301,up,0,ROS
397,289,up,0,ROS
395,288,up,4,ROS
393,287,up,0,ROS
343,264,up,0,ROS
345,265,up,0,ROS
347,266,up,0,ROS
349,267,up,0,ROS
351,268,up,0,ROS
353,269,up,0,ROS
355,27,up,0,ROS
357,270,up,0,ROS
359,271,up,0,ROS
361,272,up,0,ROS
363,273,up,0,ROS
365,274,up,0,ROS
367,275,up,0,ROS
369,276,up,1,ROS
371,277,up,0,ROS
373,278,up,0,ROS
375,279,up,0,ROS
377,28,up,0,ROS
379,280,up,0,ROS
381,281,up,0,ROS
383,282,up,0,ROS
385,283,up,0,ROS
387,284,up,0,ROS
389,285,up,0,ROS
391,286,up,0,ROS
339,262,up,0,ROS
449,312,up,2,ROS
225,201,up,0,ROS
221,20,up,0,ROS
59,126,up,0,ROS
61,127,up,0,ROS
63,128,up,0,ROS
65,129,up,0,ROS
67,13,up,0,ROS
