,spid,direction,hit,meas
146,166,down,0,MMP
1292,715,down,0,MMP
148,167,down,0,MMP
150,168,down,0,MMP
1290,714,down,0,MMP
152,169,down,0,MMP
140,163,down,0,MMP
126,157,down,0,MMP
186,184,down,0,MMP
188,185,down,0,MMP
222,200,down,0,MMP
1254,697,down,0,MMP
224,201,down,0,MMP
226,202,down,0,MMP
1252,695,down,0,MMP
228,203,down,0,MMP
230,204,down,0,MMP
1250,694,down,0,MMP
232,205,down,0,MMP
234,21,down,0,MMP
1248,693,down,0,MMP
236,216,down,0,MMP
238,217,down,0,MMP
1246,692,down,0,MMP
240,218,down,0,MMP
242,219,down,0,MMP
1244,691,down,0,MMP
244,22,down,0,MMP
246,220,down,0,MMP
220,20,down,0,MMP
1256,698,down,0,MMP
218,199,down,0,MMP
216,198,down,0,MMP
190,186,down,0,MMP
1270,703,down,0,MMP
192,187,down,0,MMP
194,188,down,0,MMP
390,286,down,0,MMP
196,189,down,0,MMP
198,19,down,0,MMP
1266,701,down,0,MMP
200,190,down,0,MMP
1272,704,down,0,MMP
202,191,down,0,MMP
204,192,down,0,MMP
206,193,down,0,MMP
1262,70,down,0,MMP
208,194,down,0,MMP
210,195,down,0,MMP
1260,7,down,0,MMP
212,196,down,0,MMP
214,197,down,0,MMP
1258,699,down,0,MMP
1264,700,down,0,MMP
1242,690,down,0,MMP
124,156,down,0,MMP
122,155,down,0,MMP
34,115,down,0,MMP
1348,90,down,0,MMP
36,116,down,0,MMP
38,117,down,0,MMP
1346,9,down,0,MMP
40,118,down,0,MMP
42,119,down,0,MMP
1344,89,down,0,MMP
44,12,down,0,MMP
46,120,down,0,MMP
1342,88,down,0,MMP
48,121,down,0,MMP
50,122,down,0,MMP
1340,87,down,0,MMP
52,123,down,0,MMP
54,124,down,0,MMP
1338,86,down,0,MMP
56,125,down,4,MMP
58,126,down,0,MMP
32,114,down,0,MMP
1350,91,down,0,MMP
30,113,down,0,MMP
28,112,down,0,MMP
2,100,down,0,MMP
1364,98,down,0,MMP
4,101,down,0,MMP
6,102,down,0,MMP
1362,97,down,0,MMP
8,103,down,0,MMP
10,104,down,0,MMP
1360,96,down,0,MMP
12,105,down,0,MMP
1336,85,down,0,MMP
14,106,down,0,MMP
16,107,down,0,MMP
18,108,down,0,MMP
1356,94,down,0,MMP
20,109,down,0,MMP
22,11,down,0,MMP
1354,93,down,0,MMP
24,110,down,0,MMP
26,111,down,0,MMP
1352,92,down,0,MMP
1358,95,down,0,MMP
1304,720,down,0,MMP
60,127,down,0,MMP
1334,84,down,0,MMP
96,143,down,0,MMP
98,144,down,0,MMP
1316,76,down,0,MMP
100,145,down,0,MMP
102,146,down,0,MMP
1314,75,down,0,MMP
104,147,down,0,MMP
106,148,down,0,MMP
1312,74,down,0,MMP
108,149,down,0,MMP
110,15,down,0,MMP
1310,73,down,0,MMP
112,150,down,0,MMP
114,151,down,0,MMP
1308,722,down,0,MMP
116,152,down,0,MMP
118,153,down,0,MMP
1306,721,down,0,MMP
120,154,down,0,MMP
1318,77,down,0,MMP
94,142,down,0,MMP
92,141,down,0,MMP
1320,78,down,0,MMP
64,129,down,0,MMP
66,13,down,0,MMP
1332,83,down,0,MMP
68,130,down,0,MMP
70,131,down,0,MMP
1330,82,down,0,MMP
72,132,down,0,MMP
74,133,down,0,MMP
1328,81,down,0,MMP
62,128,down,0,MMP
76,134,down,0,MMP
1326,80,down,0,MMP
80,136,down,0,MMP
82,137,down,0,MMP
1324,8,down,0,MMP
84,138,down,0,MMP
86,139,down,0,MMP
1322,79,down,0,MMP
88,14,down,0,MMP
90,140,down,0,MMP
78,135,down,0,MMP
248,221,down,0,MMP
910,538,down,0,MMP
1206,674,down,0,MMP
304,247,down,0,MMP
1214,678,down,0,MMP
354,27,down,0,MMP
302,246,down,0,MMP
1188,666,down,0,MMP
300,245,down,0,MMP
1216,679,down,0,MMP
356,270,down,0,MMP
298,244,down,0,MMP
296,243,down,0,MMP
358,271,down,0,MMP
1218,68,down,0,MMP
1186,665,down,0,MMP
294,242,down,0,MMP
352,269,down,0,MMP
360,272,down,0,MMP
332,26,down,0,MMP
290,240,down,0,MMP
362,273,down,0,MMP
1184,664,down,0,MMP
288,24,down,0,MMP
1222,681,down,0,MMP
286,239,down,0,MMP
364,274,down,0,MMP
366,275,down,0,MMP
284,238,down,0,MMP
1224,682,down,0,MMP
1182,663,down,0,MMP
282,237,down,0,MMP
368,276,down,0,MMP
292,241,down,0,MMP
280,236,down,0,MMP
306,248,down,0,MMP
1212,677,down,0,MMP
1200,671,down,0,MMP
334,260,down,0,MMP
330,259,down,0,MMP
1198,670,down,0,MMP
328,258,down,0,MMP
336,261,down,0,MMP
1202,672,down,0,MMP
326,257,down,0,MMP
338,262,down,0,MMP
1196,67,down,0,MMP
324,256,down,0,MMP
1204,673,down,0,MMP
322,255,down,0,MMP
340,263,down,0,MMP
1190,667,down,0,MMP
320,254,down,0,MMP
318,253,down,0,MMP
1194,669,down,0,MMP
344,265,down,0,MMP
316,252,down,0,MMP
1208,675,down,0,MMP
314,251,down,0,MMP
346,266,down,0,MMP
1192,668,down,0,MMP
348,267,down,0,MMP
312,250,down,0,MMP
1210,676,down,0,MMP
310,25,down,0,MMP
308,249,down,0,MMP
350,268,down,0,MMP
342,264,down,0,MMP
1226,683,down,0,MMP
1220,680,down,0,MMP
270,231,down,0,MMP
374,279,down,0,MMP
272,232,down,0,MMP
254,224,down,0,MMP
1178,661,down,0,MMP
1230,685,down,0,MMP
1238,689,down,0,MMP
1176,660,down,0,MMP
1236,688,down,0,MMP
386,284,down,0,MMP
258,226,down,0,MMP
376,28,down,0,MMP
266,23,down,0,MMP
268,230,down,0,MMP
1232,686,down,0,MMP
256,225,down,0,MMP
378,280,down,0,MMP
384,283,down,0,MMP
278,235,down,0,MMP
